time	flux	sign	hx	hy	ez	count	r	theta
249.9680754846122	5.196005445619301	-1.0	51.800922001024446	307.9967799964222	77.26239251376946	2	481.1388336992072	1.4041691899824627
287.60803912897586	2.492723262598244	-1.0	51.800922001024446	307.9967799964222	77.26239251376946	2	481.1388336992072	1.4041691899824627
647.6080391289759	1.6823396056645326	1.0	51.800922001024446	307.9967799964222	77.26239251376946	2	481.1388336992072	1.4041691899824627
870.4320142933651	4.83373598676363	1.0	78.80744311938125	62.995249994722215	0.0	2	517.1982927586091	0.6743485036130205
876.4400276445059	4.447020196588104	-1.0	190.80744311938125	556.9952499947223	61.559928399920445	5	562.174195187618	1.240759821864073
931.4640699201553	7.035544866520228	-1.0	33.77845642050713	93.97955219950245	31.54522171691302	1	355.3385057490931	1.2257512273747129
1043.6080391289759	4.548568707650624	1.0	33.77845642050713	93.97955219950245	31.54522171691302	1	355.3385057490931	1.2257512273747129
1079.992039982311	11.840039138612727	-1.0	33.77845642050713	93.97955219950245	31.54522171691302	1	355.3385057490931	1.2257512273747129
1089.5680212622694	8.038075463492952	-1.0	246.7992786658652	696.973572192858	68.56261840290934	7	311.0197224888485	1.2304724315205067
1184.7200727112727	3.467776077202437	1.0	73.80549311721458	132.9460554956172	0.0	1	720.923134695833	1.064004961667281
1199.7920262045027	2.1327952801491072	-1.0	272.80733534148374	800.963877737642	232.56869952077724	4	1172.1706360046055	1.2425211667689775
1232.6400192000426	11.391183461755027	1.0	153.76987196652442	175.95876884307648	134.55019283354758	18	219.4679778789927	0.852591274410106
1252.240062755695	11.32038068704067	-1.0	123.7698719665244	611.9587688430765	139.55019283354758	3	220.84062975567127	1.3712363434109953
1260.048000106667	7.72994089736271	1.0	185.76830640922935	121.95425106027895	0.0	9	323.41773801309995	0.580921138555214
1304.056017902262	14.129069422386637	-1.0	3437.7817497574997	4446.9637955153285	1419.5623272914747	5	176.94017385454305	0.9126977464608549
1304.6000191111536	7.594167923511254	1.0	53.78174975749973	205.96379551532834	31.562327291474766	1	329.1999894103073	1.3153772751143036
1322.2240582756851	11.396878947782081	-1.0	613.7817497574997	2321.9637955153285	379.5623272914748	7	219.35830076413322	1.312369869417834
1343.4560254578344	11.708213092536376	-1.0	712.7936486596096	3235.9701377445977	833.5763361959291	1	213.5253245086283	1.3539865835097524
1379.6800259556132	20.18625566331479	-1.0	220.8297875886529	179.97537886153208	0.0	16	123.84664306730942	0.6838181523178488
1387.3600430223178	8.769173511638716	1.0	172.8297875886529	253.97537886153208	89.5643150714612	5	285.08958075489363	0.9732790762865217
1396.192062649028	12.25722242771574	-1.0	203.8297875886529	592.975378861532	112.5643150714612	1	203.9613798919941	1.2397085435263093
1434.864068586819	7.7686722609043235	1.0	204.81542201713557	571.9758433064926	103.55032505591673	3	321.80531190396545	1.2269379191660663
1451.7920262045027	11.34482030815706	-1.0	257.79747977497755	473.0005944451049	74.55380839312043	1	220.3648830120712	1.0717801766726964
1453.9280309511798	9.147646296855154	1.0	586.7974797749775	1258.000594445105	164.55380839312045	2	273.2943446730629	1.1343450759528828
1470.0640668090373	12.707199734347435	-1.0	52.79747977497753	174.00059444510492	0.0	3	196.7388608241141	1.2761931986729904
1482.6640148089218	15.03594652401587	-1.0	698.8096364551516	1660.9892388769322	522.5370594856216	2	166.26821570606973	1.1725573541910663
1497.9120486934416	12.081393132151462	-1.0	137.8096364551516	584.9892388769321	54.537059485621654	1	206.9297781020721	1.3394382387441461
1515.5760079466843	17.020379580167763	-1.0	1002.8207931342146	2095.0001500001667	606.5412850458723	4	146.8827406712488	1.124355115521399
1524.1440269867267	4.546559456544948	-1.0	53.8207931342146	184.00015000016666	0.0	4	549.8663382486186	1.2862306386098892
1537.440056533459	8.343533968410345	1.0	100.8207931342146	91.00015000016667	45.54128504587227	5	299.6332260964371	0.7342458957499638
1540.504063342363	7.883015605347683	-1.0	119.8207931342146	410.0001500001667	0.0	6	317.13751756422363	1.2864686359284407
1583.6080391289759	5.069565064866197	1.0	119.8207931342146	410.0001500001667	0.0	6	317.13751756422363	1.2864686359284407
1559.1040246756104	19.678940302064774	-1.0	1581.8267420297134	4578.9918222131355	1245.540018377798	1	127.03936094250423	1.2381779612635484
1573.488056640126	6.042969122928172	1.0	160.82674202971336	127.99182221313579	0.0	2	413.7039175849046	0.6721971786106672
1604.3920453156563	16.823332567333242	-1.0	433.81793201992446	884.9867522075025	220.5459172732414	4	148.60313733881614	1.1150217539547704
1608.4400543112317	9.335788031561002	-1.0	327.81793201992446	1026.9867522075024	113.54591727324141	3	267.7867140458184	1.2618159168051426
1621.4240031644515	6.356275303511138	1.0	112.79674977416641	93.97867442074936	0.0	1	393.3121019190322	0.694640861972108
1628.6960193244875	20.275596359529775	-1.0	154.79674977416641	376.97867442074937	101.54361393734882	4	123.30093555176589	1.1811644249942281
1634.2640316978482	4.8310231816858895	1.0	207.79674977416641	0.0	0.0	1	517.4887194657533	0.0
1644.0640534756744	5.551353678801082	1.0	0.0	106.97867442074936	33.54361393734882	6	450.34060963305836	1.5707963267948966
1651.6240702757118	21.657012150986976	-1.0	82.79674977416641	149.97867442074937	47.54361393734882	5	115.43605288535	1.0663753565653176
1675.880044177876	8.997671460864344	1.0	0.0	136.97267663630737	39.52931169923522	3	277.8496648687195	1.5707963267948966
1686.1760670579267	12.794142592323798	-1.0	202.79886644318495	0.0	0.0	2	195.40191786669195	0.0
1686.7440683201519	6.842093527707185	-1.0	135.79886644318495	100.97267663630737	0.0	2	365.38524208653445	0.6393576070781706
1706.3520318934043	23.59111004135095	-1.0	139.82400758223065	449.98426664918514	46.535841706490785	6	105.97212236380365	1.2695239933299254
1711.264042808984	12.324000623570278	1.0	593.8240075822306	29.984266649185166	0.0	5	202.85620525031644	0.05045067661424428
1720.7040637868083	16.29253689436719	-1.0	360.82400758223065	2155.984266649185	191.53584170649077	2	153.44448910619462	1.4049738162083074
1722.648068106818	6.014940605655216	1.0	61.82400758223065	300.98426664918514	0.0	1	415.6317017743306	1.3682080289013263
1749.288047306772	6.836752710418686	1.0	74.78072864525404	124.98317109241232	31.510440567156188	1	365.67067815546295	1.0316083362319126
1754.3440585423523	8.304570810703034	-1.0	298.78072864525404	506.9831710924123	59.51044056715619	4	301.039037053904	1.038258865599652
1767.4560076800171	6.797021801548791	1.0	131.80389200432444	30.998907776564195	0.0	3	367.8081478906456	0.2309916526918278
1776.696028213396	5.855988179872391	1.0	66.80389200432445	79.9989077765642	35.52776391973769	2	426.9134300155773	0.8750398691296751
1783.392043093429	8.509238283006386	1.0	200.80389200432444	79.9989077765642	0.0	5	293.7983303385328	0.37912044914825793
1787.8640530312289	18.82530465147831	-1.0	914.8038920043244	425.9989077765642	127.5277639197377	7	132.79997568611356	0.4358103744382691
1790.9920599823556	11.087060968765186	1.0	123.80389200432445	128.99890777656418	0.0	4	225.48807182021258	0.8059449480675761
1807.0560156800348	5.9371264934078205	1.0	47.81211868013187	195.9835233150259	81.50326833696482	5	421.0791201393181	1.3315105028713885
1811.6960259911689	27.94364886435434	-1.0	202.81211868013187	118.9835233150259	40.50326833696482	11	89.46576777197721	0.5305594045107169
1817.4960388800864	5.765919929794297	1.0	120.81211868013187	432.9835233150259	78.50326833696482	2	433.5821569567285	1.2986943457171995
1826.7040593423542	7.66855403065199	1.0	107.81211868013187	175.9835233150259	0.0	8	326.0067008731041	1.021144540719843
1832.9440732090516	12.829878543506933	-1.0	293.81211868013185	744.9835233150259	114.50326833696482	6	194.85765134271077	1.1951377378693344
1843.0160155911458	8.223513040512085	1.0	462.7747264163627	443.98769776410865	89.49484721649691	3	304.00632767092	0.7646823280076338
1848.0720268267262	29.809059394198954	-1.0	327.7747264163627	1202.9876977641086	34.49484721649691	1	83.86712129824924	1.3047863328586504
1863.7760617245817	8.933731496920132	1.0	89.77472641636268	0.0	0.0	7	279.83827372267285	0.0
1870.3920764268364	26.185993879372376	1.0	255.77472641636268	0.0	0.0	8	95.4708846078719	0.0
1878.960015466701	28.208231603949375	-1.0	49.77417974908861	251.99645332939258	78.51887835430928	8	88.62661208616778	1.3757871256146048
1882.1920226489392	8.78825925825026	1.0	68.7741797490886	143.99645332939258	26.518878354309283	9	284.47044250009407	1.1252204293043364
1891.8000440000978	13.451887266465622	1.0	245.7741797490886	127.99645332939258	30.518878354309283	9	185.84752834141577	0.48014004051248865
1903.224069386821	23.855217380962234	-1.0	229.7741797490886	922.9964533293926	38.51887835430928	1	104.79887733050535	1.326812047071041
1943.6080391289759	14.780826185800699	1.0	229.7741797490886	922.9964533293926	38.51887835430928	1	104.79887733050535	1.326812047071041
1922.8320329600733	13.85435628594681	1.0	231.79733421926025	230.9810688678543	35.5123794581994	3	180.44865805392047	0.7836343289154091
1926.7680417067593	5.855056735717987	-1.0	0.0	77.9810688678543	0.0	4	426.98134498835606	1.5707963267948966
1939.176069280154	57.65974535393953	-1.0	664.7973342192603	1808.9810688678542	190.5123794581994	3	43.357805079678364	1.2186187194306088
1950.6000146666993	9.68059701416815	-1.0	641.7440930489922	1632.985146650163	423.5094272326969	3	258.2485353270151	1.196349075366264
1958.7600328000728	24.647663649481448	-1.0	1945.7440930489922	3446.9851466501627	324.5094272326969	3	101.42949188016026	1.0569062623522905
1971.4160609245798	4.943678555698032	1.0	81.74409304899228	237.98514665016296	48.50942723269692	4	505.6963093036311	1.2399381484588015
1971.9600621334714	15.011031586548174	-1.0	622.7440930489922	207.98514665016296	389.5094272326969	14	166.54418356166298	0.32233399365931165
1983.8800086222413	40.46517513814028	-1.0	1689.7611875124305	4419.97804442005	610.515978351087	2	61.78151933027556	1.205640359602883
2001.8000484445522	33.1722960113933	1.0	414.7611875124306	308.97804442004934	83.51597835108706	2	75.36409295097796	0.6402638992134271
2006.8880597512439	6.181775720172434	1.0	103.76118751243057	0.0	0.0	3	404.41454254672726	0.0
2022.3360140800312	27.663666741259547	-1.0	666.8092286769207	343.00705556339506	162.54082948981053	1	90.37124483108826	0.4751015934719886
2032.112035804524	25.828852382677105	-1.0	263.8092286769207	1186.0070555633952	178.54082948981053	1	96.79098254000243	1.3519248267917543
2042.1280580623513	13.485507554616728	1.0	134.80922867692075	54.00705556339507	0.0	6	185.38419780456329	0.38103935449008147
2044.2560627912505	7.600588221885268	1.0	121.80922867692075	446.00705556339506	115.54082948981055	2	328.9219106491595	1.3041875771248268
2055.7040082311296	49.21070696685267	-1.0	310.81077756753064	1447.0126989029989	84.52923281025868	3	50.80195254426947	1.3592163257336525
2064.0560267911706	8.46174490149351	1.0	116.81077756753064	299.0126989029988	42.52923281025868	2	295.4473372931328	1.198371934177402
2075.2240516090037	17.333943351248617	1.0	86.81077756753064	84.01269890299878	0.0	9	144.22569344672036	0.7690196859259812
2086.1360758579463	45.7112613088592	-1.0	176.81077756753064	366.0126989029988	57.52923281025868	14	54.69111830251511	1.1207819515941828
2100.3520274489497	38.32641147821044	-1.0	396.7926197695775	1079.9910899901	118.51035167816853	2	65.22916974424582	1.2187020847823582
2104.424036497859	11.662720874141357	1.0	176.79261976957753	244.9910899901	48.51035167816853	1	214.35821254566866	0.9457014114564173
2127.536007857795	48.54376749201122	-1.0	1217.8401287112542	2768.0062211180234	457.52577836197594	13	51.499917067858846	1.1563144558978367
2130.5600145778103	8.413101406558845	1.0	142.84012871125412	47.00622111802346	0.0	9	297.1555766641542	0.3179201558001259
